x_0	x_1	f(x)
8.79687500e+04	2.52812500e+03	79300
8.79687500e+04	2.99375000e+03	-9.60575000e+04
8.79687500e+04	3.22656250e+03	-35110
8.79687500e+04	3.45937500e+03	-2.16232500e+05
8.79687500e+04	3.69218750e+03	-3.71775000e+04
8.79687500e+04	3925	168645
8.79687500e+04	4.15781250e+03	41975
8.79687500e+04	4.39062500e+03	171615
8.79687500e+04	4.62343750e+03	45535
8.79687500e+04	4.85625000e+03	9.58967500e+05
8.79687500e+04	5.08906250e+03	7.38925000e+04
8.79687500e+04	5.32187500e+03	3.17917500e+05
8.79687500e+04	5.55468750e+03	74125
8.79687500e+04	5.78750000e+03	-1.88347250e+06
8.79687500e+04	6.02031250e+03	-88975
8.79687500e+04	6.13671875e+03	-38575
8.79687500e+04	6.25312500e+03	-770325
8.79687500e+04	6.36953125e+03	-64125
8.79687500e+04	6.48593750e+03	-260950
8.79687500e+04	6.60234375e+03	-62325
8.79687500e+04	6.71875000e+03	-2033225
8.79687500e+04	6.83515625e+03	-33775
8.79687500e+04	6.95156250e+03	-62775
8.79687500e+04	7.18437500e+03	171950
8.79687500e+04	7.41718750e+03	116975
8.79687500e+04	7650	4906350
8.79687500e+04	7.88281250e+03	89200
8.79687500e+04	8.11562500e+03	255975
8.79687500e+04	8.34843750e+03	43825
8.79687500e+04	8.58125000e+03	690600
8.79687500e+04	8.81406250e+03	33050
8.79687500e+04	9.04687500e+03	139975
8.79687500e+04	9.27968750e+03	37875
8.79687500e+04	9.51250000e+03	2802175
8.79687500e+04	9.74531250e+03	44900
8.79687500e+04	9.97812500e+03	184825
8.79687500e+04	1.02109375e+04	47375
8.79687500e+04	1.04437500e+04	796675
8.79687500e+04	1.06765625e+04	52850
8.79687500e+04	1.09093750e+04	214600
8.79687500e+04	1.11421875e+04	52150
8.79687500e+04	11375	-2178600
8.79687500e+04	1.18406250e+04	5000
8.79687500e+04	1.20734375e+04	-25450
8.79687500e+04	1.23062500e+04	-883150
8.79687500e+04	1.25390625e+04	-85775
8.79687500e+04	1.27718750e+04	-445900
8.79687500e+04	1.30046875e+04	-134225
8.79687500e+04	1.31210938e+04	-35975
8.79687500e+04	1.32375000e+04	-6987025
8.79687500e+04	1.33539062e+04	-37800
8.79687500e+04	1.34703125e+04	-152400
8.79687500e+04	1.35867188e+04	-37900
8.79687500e+04	1.37031250e+04	-580425
8.79687500e+04	1.38195312e+04	-35350
8.79687500e+04	1.39359375e+04	-133425
8.79687500e+04	1.41687500e+04	-1716925
8.79687500e+04	1.44015625e+04	-87800
8.79687500e+04	1.46343750e+04	-242150
8.79687500e+04	1.48671875e+04	-33750
8.79687500e+04	15100	10961000
8.79687500e+04	1.53328125e+04	11750
8.79687500e+04	1.55656250e+04	113250
8.79687500e+04	1.57984375e+04	42000
8.79687500e+04	1.60312500e+04	724750
8.79687500e+04	1.62640625e+04	55000
8.79687500e+04	1.64968750e+04	218500
8.79687500e+04	1.67296875e+04	54000
8.79687500e+04	1.69625000e+04	2831750
8.79687500e+04	1.71953125e+04	46000
8.79687500e+04	1.74281250e+04	167000
8.79687500e+04	1.76609375e+04	37000
8.79687500e+04	1.78937500e+04	528000
8.79687500e+04	1.83593750e+04	100500
8.79687500e+04	18825	7453750
8.79687500e+04	1.92906250e+04	71750
8.79687500e+04	1.97562500e+04	294000
8.79687500e+04	2.02218750e+04	79750
8.79687500e+04	2.06875000e+04	1631000
8.79687500e+04	2.11531250e+04	115500
8.79687500e+04	2.16187500e+04	565500
8.79687500e+04	2.18515625e+04	38750
8.79687500e+04	2.20843750e+04	167500
8.79687500e+04	2.23171875e+04	45250
8.79687500e+04	22550	23389250
8.79687500e+04	2.27828125e+04	50500
8.79687500e+04	2.30156250e+04	212000
8.79687500e+04	2.32484375e+04	54500
8.79687500e+04	2.34812500e+04	865000
8.79687500e+04	2.37140625e+04	55000
8.79687500e+04	2.39468750e+04	212000
8.79687500e+04	2.41796875e+04	51500
8.79687500e+04	2.44125000e+04	2657750
8.79687500e+04	2.46453125e+04	42500
8.79687500e+04	2.48781250e+04	145250
8.79687500e+04	2.53437500e+04	326250
8.79687500e+04	2.58093750e+04	11500
8.79687500e+04	26275	-4484000
8.79687500e+04	2.65078125e+04	-26500
8.79687500e+04	2.67406250e+04	-148750
8.79687500e+04	2.69734375e+04	-45750
8.79687500e+04	2.72062500e+04	-877250
8.79687500e+04	2.74390625e+04	-64500
8.79687500e+04	2.76718750e+04	-285000
8.79687500e+04	2.79046875e+04	-78000
8.79687500e+04	2.81375000e+04	-4954750
8.79687500e+04	2.83703125e+04	-87250
8.79687500e+04	2.86031250e+04	-361000
8.79687500e+04	2.88359375e+04	-91750
8.79687500e+04	2.90687500e+04	-1460500
8.79687500e+04	2.93015625e+04	-92250
8.79687500e+04	2.95343750e+04	-360500
8.79687500e+04	2.97671875e+04	-87750
8.79687500e+04	30000	-45253000
9.28417969e+04	200	0
9.28417969e+04	15100	12250
9.28417969e+04	22550	54000
9.28417969e+04	30000	-85500
9.77148438e+04	200	0
9.77148438e+04	7650	45600
9.77148438e+04	15100	41000
9.77148438e+04	18825	51500
9.77148438e+04	22550	196250
9.77148438e+04	26275	44750
9.77148438e+04	30000	-307000
1.02587891e+05	200	0
1.02587891e+05	15100	8250
1.02587891e+05	22550	43750
1.02587891e+05	30000	-68500
1.07460938e+05	200	0
1.07460938e+05	3925	10030
1.07460938e+05	5.78750000e+03	-1.31525000e+04
1.07460938e+05	6.71875000e+03	-56925
1.07460938e+05	7650	153750
1.07460938e+05	9.51250000e+03	53825
1.07460938e+05	11375	91475
1.07460938e+05	1.32375000e+04	-70150
1.07460938e+05	1.41687500e+04	-45875
1.07460938e+05	15100	118000
1.07460938e+05	1.69625000e+04	46750
1.07460938e+05	18825	172750
1.07460938e+05	22550	652000
1.07460938e+05	2.44125000e+04	62000
1.07460938e+05	26275	164250
1.07460938e+05	30000	-1006000
1.12333984e+05	200	0
1.12333984e+05	15100	5250
1.12333984e+05	22550	36500
1.12333984e+05	30000	-55500
1.17207031e+05	200	0
1.17207031e+05	15100	20000
1.17207031e+05	18825	34750
1.17207031e+05	22550	134250
1.17207031e+05	26275	36500
1.17207031e+05	30000	-203000
1.22080078e+05	200	0
1.22080078e+05	15100	3750
1.22080078e+05	30000	-45500
1.26953125e+05	200	0
1.26953125e+05	3925	36690
1.26953125e+05	4.85625000e+03	47170
1.26953125e+05	5.78750000e+03	-23970
1.26953125e+05	6.71875000e+03	-159850
1.26953125e+05	7.18437500e+03	-42950
1.26953125e+05	7650	453600
1.26953125e+05	8.58125000e+03	64775
1.26953125e+05	9.51250000e+03	160925
1.26953125e+05	1.04437500e+04	35750
1.26953125e+05	11375	315700
1.26953125e+05	1.32375000e+04	-160175
1.26953125e+05	1.41687500e+04	-121200
1.26953125e+05	1.46343750e+04	-37700
1.26953125e+05	15100	260000
1.26953125e+05	1.60312500e+04	-42000
1.26953125e+05	1.69625000e+04	92500
1.26953125e+05	1.78937500e+04	56500
1.26953125e+05	18825	490000
1.26953125e+05	2.06875000e+04	75000
1.26953125e+05	22550	1898500
1.26953125e+05	2.34812500e+04	32500
1.26953125e+05	2.44125000e+04	169750
1.26953125e+05	2.53437500e+04	50250
1.26953125e+05	26275	526000
1.26953125e+05	2.81375000e+04	750
1.26953125e+05	2.90687500e+04	-34250
1.26953125e+05	30000	-2858000
1.31826172e+05	200	0
1.31826172e+05	15100	2750
1.31826172e+05	30000	-38500
1.36699219e+05	200	0
1.36699219e+05	15100	10000
1.36699219e+05	22550	96000
1.36699219e+05	30000	-142000
1.41572266e+05	200	0
1.41572266e+05	15100	1750
1.41572266e+05	30000	-32500
1.46445312e+05	200	0
1.46445312e+05	7650	81150
1.46445312e+05	11375	66725
1.46445312e+05	15100	26000
1.46445312e+05	18825	83250
1.46445312e+05	22550	333000
1.46445312e+05	26275	103250
1.46445312e+05	30000	-486000
1.56191406e+05	200	0
1.56191406e+05	15100	5000
1.56191406e+05	22550	72500
1.56191406e+05	30000	-104000
1.65937500e+05	200	0
1.65937500e+05	2.06250000e+03	2.36752500e+05
1.65937500e+05	2.52812500e+03	9.76925000e+04
1.65937500e+05	2.76093750e+03	3.52125000e+04
1.65937500e+05	2.99375000e+03	-5.69025000e+04
1.65937500e+05	3.22656250e+03	-30950
1.65937500e+05	3.45937500e+03	-253080
1.65937500e+05	3.69218750e+03	-59780
1.65937500e+05	3925	489600
1.65937500e+05	4.15781250e+03	4.39525000e+04
1.65937500e+05	4.39062500e+03	216785
1.65937500e+05	4.62343750e+03	6.09625000e+04
1.65937500e+05	4.85625000e+03	1.22211250e+06
1.65937500e+05	5.08906250e+03	9.19575000e+04
1.65937500e+05	5.32187500e+03	4.06487500e+05
1.65937500e+05	5.55468750e+03	100600
1.65937500e+05	5.78750000e+03	-1.84661250e+06
1.65937500e+05	6.02031250e+03	-66250
1.65937500e+05	6.13671875e+03	-34550
1.65937500e+05	6.25312500e+03	-765375
1.65937500e+05	6.36953125e+03	-66375
1.65937500e+05	6.48593750e+03	-288775
1.65937500e+05	6.60234375e+03	-74550
1.65937500e+05	6.71875000e+03	-2865750
1.65937500e+05	6.83515625e+03	-55875
1.65937500e+05	6.95156250e+03	-159800
1.65937500e+05	7.18437500e+03	-138325
1.65937500e+05	7.41718750e+03	77325
1.65937500e+05	7650	7541125
1.65937500e+05	7.76640625e+03	34600
1.65937500e+05	7.88281250e+03	132175
1.65937500e+05	8.11562500e+03	431100
1.65937500e+05	8.34843750e+03	81425
1.65937500e+05	8.58125000e+03	1138200
1.65937500e+05	8.81406250e+03	51125
1.65937500e+05	9.04687500e+03	195400
1.65937500e+05	9.27968750e+03	48875
1.65937500e+05	9.51250000e+03	3821225
1.65937500e+05	9.74531250e+03	55575
1.65937500e+05	9.97812500e+03	230600
1.65937500e+05	1.02109375e+04	59725
1.65937500e+05	1.04437500e+04	995825
1.65937500e+05	1.06765625e+04	65675
1.65937500e+05	1.09093750e+04	266725
1.65937500e+05	1.11421875e+04	65550
1.65937500e+05	11375	176700
1.65937500e+05	1.16078125e+04	42875
1.65937500e+05	1.18406250e+04	76725
1.65937500e+05	1.20734375e+04	-7650
1.65937500e+05	1.23062500e+04	-661925
1.65937500e+05	1.25390625e+04	-73975
1.65937500e+05	1.27718750e+04	-417100
1.65937500e+05	1.30046875e+04	-132175
1.65937500e+05	1.31210938e+04	-35975
1.65937500e+05	1.32375000e+04	-7480325
1.65937500e+05	1.33539062e+04	-39975
1.65937500e+05	1.34703125e+04	-163500
1.65937500e+05	1.35867188e+04	-41625
1.65937500e+05	1.37031250e+04	-657575
1.65937500e+05	1.38195312e+04	-41000
1.65937500e+05	1.39359375e+04	-160925
1.65937500e+05	1.40523438e+04	-38825
1.65937500e+05	1.41687500e+04	-2267150
1.65937500e+05	1.42851562e+04	-35175
1.65937500e+05	1.44015625e+04	-130375
1.65937500e+05	1.46343750e+04	-433375
1.65937500e+05	1.48671875e+04	-84700
1.65937500e+05	15100	11522550
1.65937500e+05	1.53328125e+04	-37275
1.65937500e+05	1.55656250e+04	-64275
1.65937500e+05	1.57984375e+04	4000
1.65937500e+05	1.60312500e+04	269975
1.65937500e+05	1.62640625e+04	34750
1.65937500e+05	1.64968750e+04	175750
1.65937500e+05	1.67296875e+04	51000
1.65937500e+05	1.69625000e+04	2769225
1.65937500e+05	1.71953125e+04	57000
1.65937500e+05	1.74281250e+04	225500
1.65937500e+05	1.76609375e+04	55000
1.65937500e+05	1.78937500e+04	818750
1.65937500e+05	1.81265625e+04	48250
1.65937500e+05	1.83593750e+04	178750
1.65937500e+05	1.85921875e+04	40500
1.65937500e+05	18825	9974725
1.65937500e+05	1.90578125e+04	35500
1.65937500e+05	1.92906250e+04	128500
1.65937500e+05	1.97562500e+04	481000
1.65937500e+05	2.02218750e+04	116500
1.65937500e+05	2.06875000e+04	2173000
1.65937500e+05	2.09203125e+04	32750
1.65937500e+05	2.11531250e+04	143750
1.65937500e+05	2.13859375e+04	38500
1.65937500e+05	2.16187500e+04	672500
1.65937500e+05	2.18515625e+04	45000
1.65937500e+05	2.20843750e+04	195750
1.65937500e+05	2.23171875e+04	52250
1.65937500e+05	22550	34293975
1.65937500e+05	2.27828125e+04	58500
1.65937500e+05	2.30156250e+04	247750
1.65937500e+05	2.32484375e+04	64750
1.65937500e+05	2.34812500e+04	1032000
1.65937500e+05	2.37140625e+04	65750
1.65937500e+05	2.39468750e+04	261250
1.65937500e+05	2.41796875e+04	63500
1.65937500e+05	2.44125000e+04	3547250
1.65937500e+05	2.46453125e+04	57000
1.65937500e+05	2.48781250e+04	208250
1.65937500e+05	2.51109375e+04	45750
1.65937500e+05	2.53437500e+04	598250
1.65937500e+05	2.58093750e+04	83500
1.65937500e+05	26275	-1059250
1.65937500e+05	2.65078125e+04	-9500
1.65937500e+05	2.67406250e+04	-79000
1.65937500e+05	2.69734375e+04	-31000
1.65937500e+05	2.72062500e+04	-642750
1.65937500e+05	2.74390625e+04	-50750
1.65937500e+05	2.76718750e+04	-239250
1.65937500e+05	2.79046875e+04	-67500
1.65937500e+05	2.81375000e+04	-4571500
1.65937500e+05	2.83703125e+04	-82500
1.65937500e+05	2.86031250e+04	-353250
1.65937500e+05	2.88359375e+04	-93750
1.65937500e+05	2.90687500e+04	-1529750
1.65937500e+05	2.93015625e+04	-99750
1.65937500e+05	2.95343750e+04	-402500
1.65937500e+05	2.97671875e+04	-101250
1.65937500e+05	30000	-60973000
1.75683594e+05	200	0
1.75683594e+05	15100	750
1.75683594e+05	22550	55250
1.75683594e+05	30000	-77500
1.85429688e+05	200	0
1.85429688e+05	7650	47850
1.85429688e+05	11375	47650
1.85429688e+05	15100	500
1.85429688e+05	18825	43000
1.85429688e+05	22550	195750
1.85429688e+05	26275	65250
1.85429688e+05	30000	-274000
1.95175781e+05	200	0
1.95175781e+05	15100	-750
1.95175781e+05	22550	43000
1.95175781e+05	30000	-59500
2.04921875e+05	200	0
2.04921875e+05	3925	24175
2.04921875e+05	5.78750000e+03	1.09875000e+04
2.04921875e+05	6.71875000e+03	-43375
2.04921875e+05	7650	152350
2.04921875e+05	9.51250000e+03	63575
2.04921875e+05	11375	162350
2.04921875e+05	15100	-14000
2.04921875e+05	1.60312500e+04	-37250
2.04921875e+05	1.69625000e+04	-34750
2.04921875e+05	18825	130000
2.04921875e+05	2.06875000e+04	35750
2.04921875e+05	22550	627250
2.04921875e+05	2.44125000e+04	46250
2.04921875e+05	26275	216250
2.04921875e+05	2.81375000e+04	41500
2.04921875e+05	30000	-869000
2.14667969e+05	200	0
2.14667969e+05	15100	-2000
2.14667969e+05	22550	34250
2.14667969e+05	30000	-47000
2.24414062e+05	200	0
2.24414062e+05	7650	30200
2.24414062e+05	11375	34750
2.24414062e+05	15100	-7000
2.24414062e+05	22550	125000
2.24414062e+05	26275	43500
2.24414062e+05	30000	-170000
2.34160156e+05	200	0
2.34160156e+05	15100	-1500
2.34160156e+05	30000	-38000
2.43906250e+05	200	0
2.43906250e+05	3925	79745
2.43906250e+05	4.85625000e+03	40740
2.43906250e+05	5.78750000e+03	47115
2.43906250e+05	6.71875000e+03	-110275
2.43906250e+05	7.18437500e+03	-60325
2.43906250e+05	7650	419675
2.43906250e+05	8.58125000e+03	88650
2.43906250e+05	9.51250000e+03	189250
2.43906250e+05	11375	495700
2.43906250e+05	1.23062500e+04	42775
2.43906250e+05	1.32375000e+04	9100
2.43906250e+05	1.41687500e+04	-54875
2.43906250e+05	15100	-118450
2.43906250e+05	1.55656250e+04	-33025
2.43906250e+05	1.60312500e+04	-114275
2.43906250e+05	1.69625000e+04	-158025
2.43906250e+05	18825	305975
2.43906250e+05	1.97562500e+04	40500
2.43906250e+05	2.06875000e+04	117500
2.43906250e+05	22550	1736225
2.43906250e+05	2.44125000e+04	124500
2.43906250e+05	2.53437500e+04	39000
2.43906250e+05	26275	618250
2.43906250e+05	2.72062500e+04	46500
2.43906250e+05	2.81375000e+04	135750
2.43906250e+05	30000	-2358000
2.63398438e+05	200	0
2.63398438e+05	15100	-9300
2.63398438e+05	22550	85025
2.63398438e+05	30000	-112500
2.82890625e+05	200	0
2.82890625e+05	7650	67975
2.82890625e+05	9.51250000e+03	34375
2.82890625e+05	11375	91900
2.82890625e+05	15100	-36850
2.82890625e+05	1.69625000e+04	-40825
2.82890625e+05	18825	36425
2.82890625e+05	22550	285925
2.82890625e+05	26275	105500
2.82890625e+05	30000	-378000
3.02382812e+05	200	0
3.02382812e+05	15100	-9250
3.02382812e+05	22550	60500
3.02382812e+05	30000	-78500
321875	200	0
321875	2.06250000e+03	340560
321875	2.52812500e+03	1.12332500e+05
321875	2.76093750e+03	41190
321875	2.99375000e+03	4830
321875	3.22656250e+03	-24325
321875	3.45937500e+03	-2.62912500e+05
321875	3.69218750e+03	-7.39175000e+04
321875	3925	1065470
321875	4.15781250e+03	33175
321875	4.39062500e+03	230595
321875	4.62343750e+03	74750
321875	4.85625000e+03	1434955
321875	5.08906250e+03	108375
321875	5.32187500e+03	483330
321875	5.43828125e+03	32675
321875	5.55468750e+03	123125
321875	5.78750000e+03	-1408810
321875	6.02031250e+03	-40325
321875	6.13671875e+03	-28275
321875	6.25312500e+03	-695550
321875	6.36953125e+03	-62700
321875	6.48593750e+03	-285175
321875	6.60234375e+03	-76675
321875	6.71875000e+03	-3334125
321875	6.83515625e+03	-66625
321875	6.95156250e+03	-220925
321875	7.06796875e+03	-42800
321875	7.18437500e+03	-460375
321875	7.41718750e+03	-8250
321875	7650	9690375
321875	7.76640625e+03	27625
321875	7.88281250e+03	127675
321875	7.99921875e+03	34950
321875	8.11562500e+03	531150
321875	8.23203125e+03	33800
321875	8.34843750e+03	125275
321875	8.58125000e+03	1644400
321875	8.81406250e+03	82625
321875	9.04687500e+03	288250
321875	9.27968750e+03	65175
321875	9.51250000e+03	4980750
321875	9.74531250e+03	66350
321875	9.97812500e+03	272475
321875	1.02109375e+04	70225
321875	1.04437500e+04	1170600
321875	1.06765625e+04	77050
321875	1.09093750e+04	312175
321875	1.11421875e+04	76975
321875	11375	3272525
321875	1.16078125e+04	55775
321875	1.18406250e+04	134950
321875	1.20734375e+04	8475
321875	1.23062500e+04	-417775
321875	1.25390625e+04	-58175
321875	1.27718750e+04	-361825
321875	1.30046875e+04	-120600
321875	1.31210938e+04	-33525
321875	1.32375000e+04	-7177175
321875	1.33539062e+04	-38075
321875	1.34703125e+04	-158925
321875	1.35867188e+04	-40850
321875	1.37031250e+04	-657425
321875	1.38195312e+04	-41650
321875	1.39359375e+04	-165800
321875	1.40523438e+04	-40650
321875	1.41687500e+04	-2450400
321875	1.42851562e+04	-38450
321875	1.44015625e+04	-147875
321875	1.45179688e+04	-34975
321875	1.46343750e+04	-528225
321875	1.48671875e+04	-115200
321875	15100	10100850
321875	1.53328125e+04	-78200
321875	1.55656250e+04	-238150
321875	1.57984375e+04	-41050
321875	1.60312500e+04	-408125
321875	1.62640625e+04	-6275
321875	1.64968750e+04	24475
321875	1.67296875e+04	20250
321875	1.69625000e+04	1303575
321875	1.71953125e+04	39000
321875	1.74281250e+04	180250
321875	1.76609375e+04	50250
321875	1.78937500e+04	825250
321875	1.81265625e+04	54750
321875	1.83593750e+04	220000
321875	1.85921875e+04	54250
321875	18825	10748325
321875	1.90578125e+04	50750
321875	1.92906250e+04	196750
321875	1.95234375e+04	47500
321875	1.97562500e+04	735500
321875	1.99890625e+04	44000
321875	2.02218750e+04	174750
321875	2.04546875e+04	43250
321875	2.06875000e+04	2968250
321875	2.09203125e+04	45250
321875	2.11531250e+04	184000
321875	2.13859375e+04	47750
321875	2.16187500e+04	817250
321875	2.18515625e+04	52750
321875	2.20843750e+04	227250
321875	2.23171875e+04	60000
321875	22550	43420575
321875	2.27828125e+04	66250
321875	2.30156250e+04	277250
321875	2.32484375e+04	72000
321875	2.34812500e+04	1160000
321875	2.37140625e+04	74000
321875	2.39468750e+04	296750
321875	2.41796875e+04	73750
321875	2.44125000e+04	4188000
321875	2.46453125e+04	68250
321875	2.48781250e+04	252500
321875	2.51109375e+04	58250
321875	2.53437500e+04	799500
321875	2.55765625e+04	43500
321875	2.58093750e+04	139500
321875	26275	2370750
321875	2.65078125e+04	6250
321875	2.67406250e+04	-15250
321875	2.69734375e+04	-14000
321875	2.72062500e+04	-382250
321875	2.74390625e+04	-34500
321875	2.76718750e+04	-175000
321875	2.79046875e+04	-52500
321875	2.81375000e+04	-3670750
321875	2.83703125e+04	-68750
321875	2.86031250e+04	-301500
321875	2.88359375e+04	-80250
321875	2.90687500e+04	-1368500
321875	2.93015625e+04	-90000
321875	2.95343750e+04	-375500
321875	2.97671875e+04	-96500
321875	30000	-73002000
3.41367188e+05	200	0
3.41367188e+05	15100	-8850
3.41367188e+05	22550	44300
3.41367188e+05	30000	-56500
3.60859375e+05	200	0
3.60859375e+05	7650	35700
3.60859375e+05	11375	57625
3.60859375e+05	15100	-32850
3.60859375e+05	1.69625000e+04	-32200
3.60859375e+05	18825	5050
3.60859375e+05	22550	154300
3.60859375e+05	26275	59750
3.60859375e+05	30000	-198500
3.80351562e+05	200	0
3.80351562e+05	15100	-7800
3.80351562e+05	22550	33650
3.80351562e+05	30000	-43000
3.99843750e+05	200	0
3.99843750e+05	3925	39080
3.99843750e+05	5.78750000e+03	3.35475000e+04
3.99843750e+05	7650	110400
3.99843750e+05	9.51250000e+03	70400
3.99843750e+05	11375	190325
3.99843750e+05	15100	-118400
3.99843750e+05	1.60312500e+04	-39550
3.99843750e+05	1.69625000e+04	-111800
3.99843750e+05	18825	-6800
3.99843750e+05	2.06875000e+04	51500
3.99843750e+05	22550	483450
3.99843750e+05	2.44125000e+04	33000
3.99843750e+05	26275	190250
3.99843750e+05	2.81375000e+04	56750
3.99843750e+05	30000	-617000
4.19335938e+05	200	0
4.19335938e+05	15100	-7000
4.19335938e+05	30000	-33000
4.38828125e+05	200	0
4.38828125e+05	7650	20800
4.38828125e+05	11375	38900
4.38828125e+05	15100	-26750
4.38828125e+05	22550	92250
4.38828125e+05	26275	37000
4.38828125e+05	30000	-116500
4.77812500e+05	200	0
4.77812500e+05	3925	119560
4.77812500e+05	5.78750000e+03	1.06607500e+05
4.77812500e+05	6.71875000e+03	-38975
4.77812500e+05	7.18437500e+03	-43850
4.77812500e+05	7650	286400
4.77812500e+05	8.58125000e+03	74300
4.77812500e+05	9.51250000e+03	203025
4.77812500e+05	11375	549475
4.77812500e+05	1.23062500e+04	38350
4.77812500e+05	1.32375000e+04	96100
4.77812500e+05	15100	-382800
4.77812500e+05	1.60312500e+04	-104550
4.77812500e+05	1.69625000e+04	-343100
4.77812500e+05	1.78937500e+04	-40500
4.77812500e+05	18825	-125850
4.77812500e+05	1.97562500e+04	40500
4.77812500e+05	2.06875000e+04	151250
4.77812500e+05	22550	1277150
4.77812500e+05	2.44125000e+04	92750
4.77812500e+05	26275	522000
4.77812500e+05	2.72062500e+04	39500
4.77812500e+05	2.81375000e+04	161750
4.77812500e+05	2.90687500e+04	38250
4.77812500e+05	30000	-1621000
5.16796875e+05	200	0
5.16796875e+05	15100	-21250
5.16796875e+05	22550	59000
5.16796875e+05	30000	-74500
5.55781250e+05	200	0
5.55781250e+05	7650	42900
5.55781250e+05	9.51250000e+03	35225
5.55781250e+05	11375	95650
5.55781250e+05	15100	-75400
5.55781250e+05	1.69625000e+04	-62300
5.55781250e+05	18825	-47550
5.55781250e+05	22550	196200
5.55781250e+05	26275	84750
5.55781250e+05	30000	-248000
5.94765625e+05	200	0
5.94765625e+05	15100	-17050
5.94765625e+05	22550	40400
5.94765625e+05	30000	-50500
633750	200	0
633750	2.06250000e+03	441115
633750	2.52812500e+03	123410
633750	2.76093750e+03	45810
633750	2.99375000e+03	7.37325000e+04
633750	3.22656250e+03	-1.73875000e+04
633750	3.45937500e+03	-2.54382500e+05
633750	3.69218750e+03	-79185
633750	3925	1819045
633750	4.15781250e+03	16825
633750	4.39062500e+03	2.08482500e+05
633750	4.62343750e+03	8.11575000e+04
633750	4.85625000e+03	1573575
633750	5.08906250e+03	1.23347500e+05
633750	5.20546875e+03	33570
633750	5.32187500e+03	5.49752500e+05
633750	5.43828125e+03	37015
633750	5.55468750e+03	141765
633750	5.67109375e+03	32400
633750	5.78750000e+03	-703885
633750	6.02031250e+03	-16450
633750	6.13671875e+03	-22250
633750	6.25312500e+03	-606850
633750	6.36953125e+03	-57275
633750	6.48593750e+03	-267150
633750	6.60234375e+03	-73375
633750	6.71875000e+03	-3420525
633750	6.83515625e+03	-68025
633750	6.95156250e+03	-240025
633750	7.06796875e+03	-51200
633750	7.18437500e+03	-650125
633750	7.41718750e+03	-81900
633750	7650	11024175
633750	7.76640625e+03	8875
633750	7.88281250e+03	66925
633750	7.99921875e+03	23950
633750	8.11562500e+03	433550
633750	8.23203125e+03	32800
633750	8.34843750e+03	136725
633750	8.46484375e+03	34875
633750	8.58125000e+03	1916475
633750	8.69765625e+03	32450
633750	8.81406250e+03	121500
633750	9.04687500e+03	423975
633750	9.27968750e+03	92325
633750	9.51250000e+03	6123850
633750	9.74531250e+03	81525
633750	9.97812500e+03	322275
633750	1.02109375e+04	80750
633750	1.04437500e+04	1339275
633750	1.06765625e+04	86775
633750	1.09093750e+04	351350
633750	1.11421875e+04	86775
633750	11375	6423200
633750	1.16078125e+04	65525
633750	1.18406250e+04	177075
633750	1.20734375e+04	19950
633750	1.23062500e+04	-216025
633750	1.25390625e+04	-44275
633750	1.27718750e+04	-305550
633750	1.30046875e+04	-106925
633750	1.31210938e+04	-30250
633750	1.32375000e+04	-6546850
633750	1.33539062e+04	-35275
633750	1.34703125e+04	-148125
633750	1.35867188e+04	-38550
633750	1.37031250e+04	-622325
633750	1.38195312e+04	-39675
633750	1.39359375e+04	-159350
633750	1.40523438e+04	-39225
633750	1.41687500e+04	-2403475
633750	1.42851562e+04	-37950
633750	1.44015625e+04	-147675
633750	1.45179688e+04	-35525
633750	1.46343750e+04	-543800
633750	1.47507812e+04	-33000
633750	1.48671875e+04	-123575
633750	15100	7541000
633750	1.53328125e+04	-96050
633750	1.55656250e+04	-329475
633750	1.57984375e+04	-68525
633750	1.60312500e+04	-895075
633750	1.62640625e+04	-42075
633750	1.64968750e+04	-121100
633750	1.67296875e+04	-18075
633750	1.69625000e+04	-698625
633750	1.71953125e+04	3750
633750	1.74281250e+04	51500
633750	1.76609375e+04	21250
633750	1.78937500e+04	450750
633750	1.81265625e+04	36500
633750	1.83593750e+04	164750
633750	1.85921875e+04	45750
633750	18825	8811625
633750	1.90578125e+04	52250
633750	1.92906250e+04	213500
633750	1.95234375e+04	54750
633750	1.97562500e+04	883500
633750	1.99890625e+04	56250
633750	2.02218750e+04	226000
633750	2.04546875e+04	56750
633750	2.06875000e+04	3748750
633750	2.09203125e+04	57500
633750	2.11531250e+04	238500
633750	2.13859375e+04	61000
633750	2.16187500e+04	1015250
633750	2.18515625e+04	65750
633750	2.20843750e+04	271250
633750	2.23171875e+04	70500
633750	22550	49481875
633750	2.27828125e+04	75500
633750	2.30156250e+04	313000
633750	2.32484375e+04	81000
633750	2.34812500e+04	1291500
633750	2.37140625e+04	82500
633750	2.39468750e+04	327500
633750	2.41796875e+04	80500
633750	2.44125000e+04	4719250
633750	2.46453125e+04	75000
633750	2.48781250e+04	286000
633750	2.51109375e+04	67000
633750	2.53437500e+04	940750
633750	2.55765625e+04	53000
633750	2.58093750e+04	178750
633750	2.60421875e+04	36250
633750	26275	5153250
633750	2.65078125e+04	17750
633750	2.67406250e+04	31500
633750	2.69734375e+04	-2750
633750	2.72062500e+04	-178500
633750	2.74390625e+04	-22000
633750	2.76718750e+04	-120500
633750	2.79046875e+04	-38500
633750	2.81375000e+04	-2795500
633750	2.83703125e+04	-54000
633750	2.86031250e+04	-243750
