x_0	x_1	f(x)	
0.78125	0.90625	0.50114441	
0.78125	0.9375	0.53637695	
0.78125	0.96875	0.57270813	
0.78125	1	0.61035156	

0.8125	0	0	
0.8125	0.03125	0.00054931641	
0.8125	0.0625	0.0025024414	
0.8125	0.09375	0.0056762695	
0.8125	0.125	0.010253906	
0.8125	0.15625	0.015991211	
0.8125	0.1875	0.023132324	
0.8125	0.21875	0.031494141	
0.8125	0.25	0.041259766	
0.8125	0.28125	0.052124023	
0.8125	0.3125	0.06439209	
0.8125	0.34375	0.077880859	
0.8125	0.375	0.092773438	
0.8125	0.40625	0.10882568	
0.8125	0.4375	0.12628174	
0.8125	0.46875	0.1449585	
0.8125	0.5	0.16503906	
0.8125	0.53125	0.18621826	
0.8125	0.5625	0.20880127	
0.8125	0.59375	0.23260498	
0.8125	0.625	0.2578125	
0.8125	0.65625	0.28417969	
0.8125	0.6875	0.31195068	
0.8125	0.71875	0.34094238	
0.8125	0.75	0.37133789	
0.8125	0.78125	0.40283203	
0.8125	0.8125	0.43572998	
0.8125	0.84375	0.46984863	
0.8125	0.875	0.50537109	
0.8125	0.90625	0.54205322	
0.8125	0.9375	0.58013916	
0.8125	0.96875	0.6194458	
0.8125	1	0.66015625	

0.84375	0	0	
0.84375	0.03125	0.00059509277	
0.84375	0.0625	0.0026855469	
0.84375	0.09375	0.0061187744	
0.84375	0.125	0.011047363	
0.84375	0.15625	0.017227173	
0.84375	0.1875	0.024902344	
0.84375	0.21875	0.033920288	
0.84375	0.25	0.044433594	
0.84375	0.28125	0.056167603	
0.84375	0.3125	0.069396973	
0.84375	0.34375	0.083969116	
0.84375	0.375	0.10003662	
0.84375	0.40625	0.11735535	
0.84375	0.4375	0.13616943	
0.84375	0.46875	0.15632629	
0.84375	0.5	0.17797852	
0.84375	0.53125	0.20082092	
0.84375	0.5625	0.22515869	
0.84375	0.59375	0.25083923	
0.84375	0.625	0.27801514	
0.84375	0.65625	0.30644226	
0.84375	0.6875	0.33636475	
0.84375	0.71875	0.36763	
0.84375	0.75	0.40039062	
0.84375	0.78125	0.43437195	
0.84375	0.8125	0.46984863	
0.84375	0.84375	0.50666809	
0.84375	0.875	0.54498291	
0.84375	0.90625	0.58454895	
0.84375	0.9375	0.62561035	
0.84375	0.96875	0.66801453	
0.84375	1	0.71191406	

0.875	0	0	
0.875	0.03125	0.00067138672	
0.875	0.0625	0.0029296875	
0.875	0.09375	0.006652832	
0.875	0.125	0.011962891	
0.875	0.15625	0.018615723	
0.875	0.1875	0.026855469	
0.875	0.21875	0.036560059	
0.875	0.25	0.047851562	
0.875	0.28125	0.06048584	
0.875	0.3125	0.074707031	
0.875	0.34375	0.090393066	
0.875	0.375	0.10766602	
0.875	0.40625	0.12628174	
0.875	0.4375	0.14648438	
0.875	0.46875	0.16815186	
0.875	0.5	0.19140625	
0.875	0.53125	0.21600342	
0.875	0.5625	0.2421875	
0.875	0.59375	0.26983643	
0.875	0.625	0.29907227	
0.875	0.65625	0.32965088	
0.875	0.6875	0.36181641	
0.875	0.71875	0.39544678	
0.875	0.75	0.43066406	
0.875	0.78125	0.46722412	
0.875	0.8125	0.50537109	
0.875	0.84375	0.54498291	
0.875	0.875	0.58618164	
0.875	0.90625	0.62872314	
0.875	0.9375	0.67285156	
0.875	0.96875	0.71844482	
0.875	1	0.765625	

0.90625	0	0	
0.90625	0.03125	0.00071716309	
0.90625	0.0625	0.003112793	
0.90625	0.09375	0.0070953369	
0.90625	0.125	0.012756348	
0.90625	0.15625	0.01991272	
0.90625	0.1875	0.028747559	
0.90625	0.21875	0.039169312	
0.90625	0.25	0.051269531	
0.90625	0.28125	0.064834595	
0.90625	0.3125	0.080078125	
0.90625	0.34375	0.096908569	
0.90625	0.375	0.11541748	
0.90625	0.40625	0.13542175	
0.90625	0.4375	0.15710449	
0.90625	0.46875	0.18037415	
0.90625	0.5	0.20532227	
0.90625	0.53125	0.23170471	
0.90625	0.5625	0.25976562	
0.90625	0.59375	0.28941345	
0.90625	0.625	0.32073975	
0.90625	0.65625	0.3535614	
0.90625	0.6875	0.38806152	
0.90625	0.71875	0.42414856	
0.90625	0.75	0.46191406	
0.90625	0.78125	0.50114441	
0.90625	0.8125	0.54205322	
0.90625	0.84375	0.58454895	
0.90625	0.875	0.62872314	
0.90625	0.90625	0.6743927	
0.90625	0.9375	0.72174072	
0.90625	0.96875	0.77067566	
0.90625	1	0.82128906	

0.9375	0	0	
0.9375	0.03125	0.00079345703	
0.9375	0.0625	0.0033569336	
0.9375	0.09375	0.0076293945	
0.9375	0.125	0.013671875	
0.9375	0.15625	0.021362305	
0.9375	0.1875	0.030822754	
0.9375	0.21875	0.041992188	
0.9375	0.25	0.054931641	
0.9375	0.28125	0.069458008	
0.9375	0.3125	0.085754395	
0.9375	0.34375	0.10375977	
0.9375	0.375	0.12353516	
0.9375	0.40625	0.1449585	
0.9375	0.4375	0.16815186	
0.9375	0.46875	0.1930542	
0.9375	0.5	0.21972656	
0.9375	0.53125	0.24798584	
0.9375	0.5625	0.27801514	
0.9375	0.59375	0.30975342	
0.9375	0.625	0.34326172	
0.9375	0.65625	0.37841797	
0.9375	0.6875	0.41534424	
0.9375	0.71875	0.45397949	
0.9375	0.75	0.49438477	
0.9375	0.78125	0.53637695	
0.9375	0.8125	0.58013916	
0.9375	0.84375	0.62561035	
0.9375	0.875	0.67285156	
0.9375	0.90625	0.72174072	
0.9375	0.9375	0.7723999	
0.9375	0.96875	0.82476807	
0.9375	1	0.87890625	

0.96875	0	0	
0.96875	0.03125	0.00086975098	
0.96875	0.0625	0.0036010742	
0.96875	0.09375	0.0081634521	
0.96875	0.125	0.014587402	
0.96875	0.15625	0.02281189	
0.96875	0.1875	0.032897949	
0.96875	0.21875	0.044815063	
0.96875	0.25	0.05859375	
0.96875	0.28125	0.074142456	
0.96875	0.3125	0.091552734	
0.96875	0.34375	0.11079407	
0.96875	0.375	0.13189697	
0.96875	0.40625	0.15480042	
0.96875	0.4375	0.17956543	
0.96875	0.46875	0.2061615	
0.96875	0.5	0.23461914	
0.96875	0.53125	0.26481628	
0.96875	0.5625	0.296875	
0.96875	0.59375	0.33076477	
0.96875	0.625	0.36651611	
0.96875	0.65625	0.40406799	
0.96875	0.6875	0.44348145	
0.96875	0.71875	0.48472595	
0.96875	0.75	0.52783203	
0.96875	0.78125	0.57270813	
0.96875	0.8125	0.6194458	
0.96875	0.84375	0.66801453	
0.96875	0.875	0.71844482	
0.96875	0.90625	0.77067566	
0.96875	0.9375	0.82476807	
0.96875	0.96875	0.88069153	
0.96875	1	0.93847656	

1	0	0	
1	0.03125	0.0009765625	
1	0.0625	0.00390625	
1	0.09375	0.0087890625	
1	0.125	0.015625	
1	0.15625	0.024414062	
1	0.1875	0.03515625	
1	0.21875	0.047851562	
1	0.25	0.0625	
1	0.28125	0.079101562	
1	0.3125	0.09765625	
1	0.34375	0.11816406	
1	0.375	0.140625	
1	0.40625	0.16503906	
1	0.4375	0.19140625	
1	0.46875	0.21972656	
1	0.5	0.25	
1	0.53125	0.28222656	
1	0.5625	0.31640625	
1	0.59375	0.35253906	
1	0.625	0.390625	
1	0.65625	0.43066406	
1	0.6875	0.47265625	
1	0.71875	0.51660156	
1	0.75	0.5625	
1	0.78125	0.61035156	
1	0.8125	0.66015625	
1	0.84375	0.71191406	
1	0.875	0.765625	
1	0.90625	0.82128906	
1	0.9375	0.87890625	
1	0.96875	0.93847656	
1	1	1	

